t                   x  y
0.6032              232 -1.4897030276e-09
0.6058              233 -8.41347436165e-10
0.6083999999999999  234 -4.70140870679e-11
0.611               235 8.72080407888e-10
0.6135999999999999  236 1.88249460464e-09
0.6162              237 2.93914892424e-09
0.6188              238 3.98729227413e-09
0.6214              239 4.96569541042e-09
0.624               240 5.81061598837e-09
0.6265999999999999  241 6.46081232958e-09
0.6292              242 6.86272372263e-09
0.6317999999999999  243 6.97562541063e-09
0.6344              244 6.77595224374e-09
0.637               245 6.26059204478e-09
0.6396              246 5.44840261796e-09
0.6422              247 4.38002345504e-09
0.6447999999999999  248 3.11552694754e-09
0.6474              249 1.73035030748e-09
0.65                250 3.09470893356e-10
0.6526              251 -1.05907349557e-09
0.6552              252 -2.29136287722e-09
0.6577999999999999  253 -3.31442651103e-09
0.6604              254 -4.07183620155e-09
0.6629999999999999  255 -4.52803305961e-09
0.6656              256 -4.67057148512e-09
0.6682              257 -4.51019133152e-09
0.6708              258 -4.07885991649e-09
0.6734              259 -3.426003925e-09
0.6759999999999999  260 -2.61327226525e-09
0.6786              261 -1.70869229876e-09
0.6811999999999999  262 -7.80527642519e-10
0.6838              263 1.08302547486e-10
0.6864              264 9.04928798562e-10
0.689               265 1.56966550868e-09
0.6916              266 2.07777417494e-09
0.6941999999999999  267 2.41958653113e-09
0.6968              268 2.59910670763e-09
0.6994              269 2.63158428382e-09
0.702               270 2.54026200075e-09
0.7046              271 2.35278529992e-09
0.7071999999999999  272 2.09768780124e-09
0.7098              273 1.80130776961e-09
0.7123999999999999  274 1.48536360989e-09
0.715               275 1.16548592999e-09
0.7176              276 8.50616910242e-10
0.7202              277 5.43315392676e-10
0.7228              278 2.40899744597e-10
0.7253999999999999  279 -6.29145902042e-11
0.728               280 -3.76001008107e-10
0.7305999999999999  281 -7.05786540323e-10
0.7332              282 -1.05732822497e-09
0.7358              283 -1.43186706936e-09
0.7384              284 -1.82596004983e-09
0.741               285 -2.231202334e-09
0.7435999999999999  286 -2.63470978368e-09
0.7462              287 -3.02022895582e-09
0.7487999999999999  288 -3.36962746594e-09
0.7514              289 -3.66476271552e-09
0.754               290 -3.88933685258e-09
0.7565999999999999  291 -4.03059985388e-09
0.7592              292 -4.08058653534e-09
0.7617999999999999  293 -4.03687749895e-09
0.7644              294 -3.90265597616e-09
0.767               295 -3.68620423075e-09
0.7696              296 -3.39981265363e-09
0.7722              297 -3.05836533876e-09
0.7747999999999999  298 -2.67770206008e-09
0.7774              299 -2.27312124679e-09
0.7799999999999999  300 -1.85807702557e-09
0.7826              301 -1.44327216844e-09
0.7852              302 -1.03634523185e-09
0.7878              303 -6.41969366555e-10
0.7904              304 -2.62393218264e-10
0.7929999999999999  305 1.01632507965e-10
0.7956              306 4.49883241771e-10
0.7981999999999999  307 7.81676723349e-10
0.8008              308 1.09514064484e-09
0.8034              309 1.3867305082e-09
0.8059999999999999  310 1.65120628282e-09
0.8086              311 1.88198767681e-09
0.8111999999999999  312 2.07178985079e-09
0.8138              313 2.21354246044e-09
0.8164              314 2.30136798507e-09
0.819               315 2.33151631335e-09
0.8216              316 2.30309638027e-09
0.8241999999999999  317 2.21854379312e-09
0.8268              318 2.08371719879e-09
0.8293999999999999  319 1.90765470087e-09
0.832               320 1.70198344307e-09
0.8346              321 1.48007162082e-09
0.8371999999999999  322 1.25598531575e-09
0.8398              323 1.04342778862e-09
0.8423999999999999  324 8.54674331308e-10
0.845               325 6.99644342461e-10
0.8475999999999999  326 5.85230974792e-10
0.8502              327 5.14845277522e-10
0.8528              328 4.88282525524e-10
0.8553999999999999  329 5.01872321479e-10
0.858               330 5.48907141962e-10
0.8605999999999999  331 6.20290263598e-10
0.8632              332 7.05367764198e-10
0.8658              333 7.92844234709e-10
0.8684              334 8.71738237151e-10
0.871               335 9.32289800915e-10
0.8735999999999999  336 9.66727364826e-10
0.8762              337 9.69865521228e-10
0.8787999999999999  338 9.39456956672e-10
0.8814              339 8.76278383188e-10
0.884               340 7.83942910587e-10
0.8865999999999999  341 6.68462396547e-10
0.8892              342 5.37579758486e-10
0.8917999999999999  343 3.99988042687e-10
0.8944              344 2.6445290402e-10
0.8969999999999999  345 1.38977204744e-10
0.8996              346 3.00550972998e-11
0.9022              347 -5.78574133048e-11
0.9047999999999999  348 -1.22667195845e-10
0.9074              349 -1.6469840769e-10
0.9099999999999999  350 -1.86477805419e-10
0.9126              351 -1.92313540093e-10
0.9152              352 -1.87700799348e-10
0.9178              353 -1.78637590831e-10
0.9204              354 -1.70932309973e-10
0.9229999999999999  355 -1.69578268094e-10
0.9256              356 -1.78260461947e-10
0.9281999999999999  357 -1.99040797733e-10
0.9308              358 -2.32240213172e-10
0.9334              359 -2.7652258261e-10
0.9359999999999999  360 -3.29141824906e-10
0.9386              361 -3.86328080637e-10
0.9411999999999999  362 -4.4374637298e-10
0.9438              363 -4.9699067084e-10
0.9463999999999999  364 -5.42035305529e-10
0.949               365 -5.75632652655e-10
0.9516              366 -5.95605564868e-10
0.9541999999999999  367 -6.01015015533e-10
0.9568              368 -5.92211835126e-10
0.9593999999999999  369 -5.70767877406e-10
0.962               370 -5.39301936442e-10
0.9645999999999999  371 -5.0123105666e-10
0.9672              372 -4.60462779017e-10
0.9698              373 -4.21055412758e-10
0.9723999999999999  374 -3.8688563464e-10
0.975               375 -3.61326968346e-10
0.9775999999999999  376 -3.46974005083e-10
0.9802              377 -3.45426132142e-10
0.9828              378 -3.57143647989e-10
0.9853999999999999  379 -3.81383147285e-10
0.988               380 -4.16222833977e-10
0.9905999999999999  381 -4.58664661807e-10
0.9932              382 -5.04818631342e-10
0.9957999999999999  383 -5.50155476731e-10
0.9984              384 -5.89795101646e-10
1.001               385 -6.18832984856e-10
1.0036              386 -6.32665697609e-10
1.0062              387 -6.27292662259e-10
1.0088              388 -5.99573724003e-10
1.0113999999999999  389 -5.47430545339e-10
1.014               390 -4.69960070859e-10
1.0166              391 -3.6748715182e-10
1.0191999999999999  392 -2.41523023803e-10
1.0218              393 -9.46707712224e-11
1.0244              394 6.95402069262e-11
1.027               395 2.46811682203e-10
1.0295999999999998  396 4.32273550288e-10
1.0322              397 6.20676177121e-10
1.0348              398 8.06519961927e-10
1.0373999999999999  399 9.84198056386e-10
1.04                400 1.14811471441e-09
1.0426              401 1.29275856686e-09
1.0452              402 1.41280520616e-09
1.0477999999999998  403 1.50325596415e-09
1.0504              404 1.55956603187e-09
1.053               405 1.57787072297e-09
1.0555999999999999  406 1.55520418765e-09
1.0582              407 1.48977474801e-09
1.0608              408 1.38122202564e-09
1.0634              409 1.23083832015e-09
1.066               410 1.04175468252e-09
1.0686              411 8.18939582814e-10
1.0712              412 5.69110536475e-10
1.0737999999999999  413 3.00520719421e-10
1.0764              414 2.24605750665e-11
1.079               415 -2.5519053537e-10
1.0816              416 -5.22691667726e-10
1.0842              417 -7.71065877814e-10
1.0868              418 -9.92698589997e-10
1.0894              419 -1.18193366205e-09
1.0919999999999999  420 -1.33538491376e-09
1.0946              421 -1.45205869551e-09
1.0972              422 -1.53329748898e-09
1.0997999999999999  423 -1.58241619808e-09
1.1024              424 -1.60417035211e-09
1.105               425 -1.60409596717e-09
1.1076              426 -1.58776458647e-09
1.1101999999999999  427 -1.56008672647e-09
1.1128              428 -1.52471257842e-09
1.1154              429 -1.48364054375e-09
1.1179999999999999  430 -1.43704181887e-09
1.1206              431 -1.38335964905e-09
1.1232              432 -1.31966171324e-09
1.1258              433 -1.24217147679e-09
1.1283999999999998  434 -1.1469523109e-09
1.131               435 -1.03065178614e-09
1.1336              436 -8.91155593763e-10
1.1361999999999999  437 -7.28141991146e-10
1.1388              438 -5.43456391e-10
1.1414              439 -3.41157546657e-10
1.144               440 -1.27371752034e-10
1.1465999999999998  441 9.00915592128e-11
1.1492              442 3.02416758302e-10
1.1518              443 5.00504082623e-10
1.1543999999999999  444 6.75746569812e-10
1.157               445 8.20872925189e-10
1.1596              446 9.30546750766e-10
1.1622              447 1.00190966634e-09
1.1648              448 1.03482644676e-09
1.1674              449 1.03191610812e-09
1.17                450 9.98352733816e-10
1.1725999999999999  451 9.41429378898e-10
1.1752              452 8.69976313211e-10
1.1778              453 7.9362783012e-10
1.1804              454 7.2206418622e-10
1.183               455 6.64260202399e-10
1.1856              456 6.27773166784e-10
1.1882              457 6.18182172119e-10
1.1907999999999999  458 6.38665786923e-10
1.1934              459 6.89762247319e-10
1.196               460 7.69333263761e-10
1.1985999999999999  461 8.72693695086e-10
1.2012              462 9.92966153746e-10
1.2038              463 1.12152553911e-09
1.2064              464 1.24863897e-09
1.2089999999999999  465 1.3641332508e-09
1.2116              466 1.4580965324e-09
1.2142              467 1.52161683253e-09
1.2167999999999999  468 1.54739865366e-09
1.2194              469 1.53029211525e-09
1.222               470 1.46767042963e-09
1.2246              471 1.35959932202e-09
1.2271999999999998  472 1.20884036114e-09
1.2298              473 1.0205885026e-09
1.2324              474 8.02060418081e-10
1.2349999999999999  475 5.61961144285e-10
1.2376              476 3.0973534848e-10
1.2402              477 5.49503914593e-11
1.2428              478 -1.93464133602e-10
1.2453999999999998  479 -4.27750945775e-10
1.248               480 -6.41712682992e-10
1.2506              481 -8.31004820512e-10
1.2531999999999999  482 -9.93115811809e-10
1.2558              483 -1.12717324363e-09
1.2584              484 -1.23365428983e-09
1.261               485 -1.31391808544e-09
1.2635999999999998  486 -1.36972699849e-09
1.2662              487 -1.40282874206e-09
1.2688              488 -1.41459977065e-09
1.2713999999999999  489 -1.40585276753e-09
1.274               490 -1.37681244183e-09
1.2766              491 -1.3272505317e-09
1.2792              492 -1.25677934726e-09
1.2818              493 -1.16520837423e-09
1.2844              494 -1.05297748298e-09
1.287               495 -9.21502207873e-10
1.2895999999999999  496 -7.73455743897e-10
1.2922              497 -6.12922157472e-10
1.2948              498 -4.45306680419e-10
1.2973999999999999  499 -2.7712632189e-10
1.3                 500 -1.15642648235e-10
1.3026              501 3.17024462237e-11
1.3052              502 1.57845569948e-10
1.3077999999999999  503 2.56678456267e-10
1.3104              504 3.23621129894e-10
1.313               505 3.56018325931e-10
1.3155999999999999  506 3.534081916e-10
1.3182              507 3.17611936751e-10
1.3208              508 2.52614373863e-10
1.3234              509 1.64289679083e-10
1.3259999999999998  510 5.99374022636e-11
1.3286              511 -5.22381859991e-11
1.3312              512 -1.637741609e-10
1.3337999999999999  513 -2.66555444384e-10
1.3364              514 -3.53378215578e-10
1.339               515 -4.18465928576e-10
1.3416              516 -4.57809790078e-10
1.3441999999999998  517 -4.69370098344e-10
1.3468              518 -4.53125093003e-10
1.3494              519 -4.10931733086e-10
1.3519999999999999  520 -3.46256801009e-10
1.3546              521 -2.63764787789e-10
1.3572              522 -1.68835029291e-10
1.3598              523 -6.70549865633e-11
1.3623999999999998  524 3.63229862854e-11
1.365               525 1.36796254879e-10
1.3676              526 2.3099622215e-10
1.3701999999999999  527 3.16885628848e-10
1.3728              528 3.93805210663e-10
1.3754              529 4.62395455259e-10
1.378               530 5.24331689178e-10
1.3805999999999998  531 5.81942716238e-10
1.3832              532 6.37777164414e-10
1.3858              533 6.94110546817e-10
1.3883999999999999  534 7.52480078248e-10
1.391               535 8.13319411819e-10
1.3936              536 8.75692407476e-10
1.3961999999999999  537 9.37182109695e-10
1.3988              538 9.93977788966e-10
1.4014              539 1.0411094209e-09
1.404               540 1.07283626427e-09
1.4065999999999999  541 1.08318021219e-09
1.4092              542 1.06650155374e-09
1.4118              543 1.01811448161e-09
1.4143999999999999  544 9.34845534317e-10
1.417               545 8.15527645415e-10
1.4196              546 6.6130878551e-10
1.4222              547 4.75813610734e-10
1.4247999999999998  548 2.65133914823e-10
1.4274              549 3.75278141895e-11
1.43                550 -1.96995975088e-10
1.4325999999999999  551 -4.27251345414e-10
1.4352              552 -6.41678266078e-10
1.4378              553 -8.29115887058e-10
1.4404              554 -9.79606396001e-10
1.4429999999999998  555 -1.0852272414e-09
1.4456              556 -1.14071863067e-09
1.4482              557 -1.14397336048e-09
1.4507999999999999  558 -1.09631570488e-09
1.4534              559 -1.00250541202e-09
1.456               560 -8.70458816138e-10
1.4586              561 -7.10712599883e-10
1.4611999999999998  562 -5.35680388936e-10
1.4638              563 -3.58652885168e-10
1.4664              564 -1.92761279161e-10
1.4689999999999999  565 -4.9929699264e-11
1.4716              566 6.01618893592e-11
1.4742              567 1.30853133884e-10
1.4768              568 1.59042987113e-10
1.4793999999999998  569 1.45427919707e-10
1.482               570 9.43462391545e-11
1.4846              571 1.33083821741e-11
1.4871999999999999  572 -8.78137978999e-11
1.4898              573 -1.97777724753e-10
1.4924              574 -3.05143244006e-10
1.4949999999999999  575 -3.99403843332e-10
1.4975999999999998  576 -4.71998884422e-10
1.5002              577 -5.17137443978e-10
1.5028              578 -5.32258237484e-10
1.5053999999999998  579 -5.18143750128e-10
1.508               580 -4.78662887105e-10
1.5106              581 -4.20160350956e-10
1.5131999999999999  582 -3.50601769838e-10
1.5158              583 -2.78530976061e-10
1.5184              584 -2.12014003576e-10
1.521               585 -1.57678092805e-10
1.5235999999999998  586 -1.19924375985e-10
1.5262              587 -1.00465163966e-10
1.5288              588 -9.8190400255e-11
1.5313999999999999  589 -1.0938190631e-10
1.534               590 -1.28251687048e-10
1.5366              591 -1.47726109123e-10
1.5392              592 -1.60372812252e-10
1.5417999999999998  593 -1.59356930429e-10
1.5444              594 -1.39316752579e-10
1.547               595 -9.70399038902e-11
1.5495999999999999  596 -3.18875481575e-11
1.5522              597 5.41138939214e-11
1.5548              598 1.56482563018e-10
1.5574              599 2.68755684374e-10
1.5599999999999998  600 3.83227671819e-10
1.5626              601 4.91768847866e-10
1.5652              602 5.86666271118e-10
1.5677999999999999  603 6.61436683203e-10
1.5704              604 7.11423808752e-10
1.573               605 7.34187599605e-10
1.5756              606 7.29653892861e-10
1.5781999999999998  607 6.99984514796e-10
1.5808              608 6.49232667627e-10
1.5834              609 5.82823567186e-10
1.5859999999999999  610 5.06956032709e-10
1.5886              611 4.27948565473e-10
1.5912              612 3.51664253273e-10
1.5937999999999999  613 2.83049805816e-10
1.5963999999999998  614 2.25784418939e-10
1.599               615 1.82128784276e-10
1.6016              616 1.52921203478e-10
1.6041999999999998  617 1.37688846436e-10
1.6068              618 1.34878025415e-10
1.6094              619 1.42128864233e-10
1.6119999999999999  620 1.56569243681e-10
1.6146              621 1.7509661776e-10
1.6172              622 1.94617377769e-10
1.6198              623 2.12249801068e-10
1.6223999999999998  624 2.25465646153e-10
1.625               625 2.32203159478e-10
1.6276              626 2.30936797463e-10
1.6301999999999999  627 2.20727852662e-10
1.6328              628 2.01254596321e-10
1.6354              629 1.72821701394e-10
1.638               630 1.36355038372e-10
1.6405999999999998  631 9.33542410042e-11
1.6432              632 4.58195842379e-11
1.6458              633 -3.8546353609e-12
1.6483999999999999  634 -5.30471361282e-11
1.651               635 -9.90872245366e-11
1.6536              636 -1.39451103442e-10
1.6562              637 -1.71977057595e-10
1.6587999999999998  638 -1.95029728478e-10
1.6614              639 -2.07648342965e-10
1.664               640 -2.09617434521e-10
1.6665999999999999  641 -2.01478417283e-10
1.6692              642 -1.84470425046e-10
1.6718              643 -1.60407298555e-10
1.6743999999999999  644 -1.31515742741e-10
1.6769999999999998  645 -1.00235306166e-10
1.6796              646 -6.90242168977e-11
1.6822              647 -4.01842309428e-11
1.6847999999999999  648 -1.57057561401e-11
1.6874              649 2.8290035245e-12
1.69                650 1.42986638155e-11
1.6925999999999999  651 1.80579162734e-11
1.6951999999999998  652 1.39068140684e-11
1.6978              653 2.04142085181e-12
1.7004              654 -1.70134878408e-11
1.7029999999999998  655 -4.24680984823e-11
1.7056              656 -7.33372529371e-11
1.7082              657 -1.08494616069e-10
1.7107999999999999  658 -1.4671418247e-10
1.7133999999999998  659 -1.86720430784e-10
1.716               660 -2.27219992821e-10
1.7186              661 -2.66929811588e-10
1.7211999999999998  662 -3.04622993497e-10
1.7238              663 -3.39154260232e-10
1.7264              664 -3.69485109175e-10
1.7289999999999999  665 -3.94717147856e-10
1.7316              666 -4.1410186391e-10
1.7342              667 -4.27044843931e-10
1.7368              668 -4.33107549824e-10
1.7393999999999998  669 -4.3199688271e-10
1.742               670 -4.23556079099e-10
1.7446              671 -4.07758715681e-10
1.7471999999999999  672 -3.84715814761e-10
1.7498              673 -3.54685836257e-10
1.7524              674 -3.18099990793e-10
1.755               675 -2.75601319544e-10
1.7575999999999998  676 -2.28064414576e-10
1.7602              677 -1.76620773562e-10
1.7628              678 -1.2266848648e-10
1.7653999999999999  679 -6.78304079571e-11
1.768               680 -1.39007434036e-11
1.7706              681 3.7240210915e-11
1.7731999999999999  682 8.37626912276e-11
1.7757999999999998  683 1.24017782155e-10
1.7784              684 1.56673618523e-10
1.781               685 1.80854123344e-10
1.7835999999999999  686 1.96221344728e-10
1.7862              687 2.03032757273e-10
1.7888              688 2.02128022653e-10
1.7913999999999999  689 1.9486384728e-10
1.7939999999999998  690 1.8299077531e-10
1.7966              691 1.68483879626e-10
1.7992              692 1.53349680176e-10
1.8017999999999998  693 1.39417297151e-10
1.8044              694 1.2815111472e-10
1.807               695 1.20498735989e-10
1.8095999999999999  696 1.16788717586e-10
1.8121999999999998  697 1.16701759367e-10
1.8148              698 1.19312393299e-10
1.8174              699 1.23203017233e-10
1.8199999999999998  700 1.26640864462e-10
1.8226              701 1.27798605032e-10
1.8252              702 1.2499989932e-10
1.8277999999999999  703 1.16960288676e-10
1.8304              704 1.02997568807e-10
1.833               705 8.31861662887e-11
1.8356              706 5.84410991822e-11
1.8381999999999998  707 3.05032388237e-11
1.8408              708 1.83987287211e-12
1.8434              709 -2.45400227916e-11
1.8459999999999999  710 -4.53545256907e-11
1.8486              711 -5.7352497751e-11
1.8512              712 -5.76410724706e-11
1.8538              713 -4.4004411226e-11
1.8563999999999998  714 -1.51694490302e-11
1.859               715 2.89877288839e-11
1.8616              716 8.73430355819e-11
1.8641999999999999  717 1.57518997845e-10
1.8668              718 2.35973018903e-10
1.8694              719 3.18218562612e-10
1.8719999999999999  720 3.99074551183e-10
1.8745999999999998  721 4.73026284808e-10
1.8772              722 5.34577049294e-10
1.8798              723 5.78608272406e-10
1.8823999999999999  724 6.00739458179e-10
1.885               725 5.97609739472e-10
1.8876              726 5.67113467298e-10
1.8901999999999999  727 5.0855164524e-10
1.8927999999999998  728 4.22696100344e-10
1.8954              729 3.117923697e-10
1.898               730 1.79442419257e-10
1.9005999999999998  731 3.04443137367e-11
1.9032              732 -1.29406874105e-10
1.9058              733 -2.93646218452e-10
1.9083999999999999  734 -4.55388615705e-10
1.9109999999999998  735 -6.07716543755e-10
1.9136              736 -7.43991313001e-10
1.9162              737 -8.58165760675e-10
1.9187999999999998  738 -9.45132416774e-10
1.9214              739 -1.00096531064e-09
1.924               740 -1.02313313377e-09
1.9265999999999999  741 -1.01066510716e-09
1.9291999999999998  742 -9.64202273579e-10
1.9318              743 -8.85995721234e-10
1.9344              744 -7.79779796289e-10
1.9369999999999998  745 -6.50575371353e-10
1.9396              746 -5.04433383952e-10
1.9422              747 -3.4805491822e-10
1.9447999999999999  748 -1.88420973268e-10
1.9474              749 -3.24154453279e-11
1.95                750 1.13612577679e-10
1.9526              751 2.44134046312e-10
1.9551999999999998  752 3.54761331423e-10
